price,levy,manufacturer,model,category,leather_interior,fuel_type,engine_volume,mileage,cylinders,gear_box_type,drive_wheels,doors,wheel,color,airbags,engine_turbo,age
18312,707.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,189414.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,12
47356,0.0,BMW,X5,Jeep,Yes,Diesel,3.0,31100.0,6.0,Tiptronic,4x4,4-5,Left wheel,White,8,1,8
1568,749.0,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.4,127906.0,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,9
15681,333.0,SUBARU,XV,Sedan,Yes,Hybrid,2.0,270472.0,4.0,Automatic,4x4,4-5,Left wheel,White,0,0,9
47356,765.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,51651.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,8
13589,531.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,218000.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,11
392,690.0,LEXUS,RX 400,Jeep,Yes,Hybrid,3.5,27038.0,6.0,Automatic,4x4,4-5,Left wheel,White,12,0,7
10976,0.0,MITSUBISHI,Airtrek,Universal,No,Petrol,2.0,190000.0,4.0,Tiptronic,4x4,4-5,Left wheel,White,2,1,21
470,441.0,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,135730.0,4.0,Automatic,Front,4-5,Left wheel,Silver,0,0,8
784,394.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,102397.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,9
7056,530.0,NISSAN,Juke,Jeep,Yes,Petrol,1.6,312118.0,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,10
47356,0.0,MERCEDES-BENZ,S 350,Sedan,Yes,Diesel,3.5,71500.0,6.0,Automatic,Rear,4-5,Left wheel,Black,16,1,8
21940,642.0,CHEVROLET,Orlando,Jeep,Yes,Diesel,2.0,160000.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,11
9095,1236.0,HONDA,FIT,Hatchback,Yes,Hybrid,1.3,123000.0,4.0,Automatic,Front,4-5,Right-hand drive,Green,5,0,12
6272,0.0,HONDA,Civic,Sedan,No,Petrol,1.5,111111.0,4.0,Automatic,Front,4-5,Right-hand drive,White,4,0,22
9408,585.0,HYUNDAI,Elantra,Jeep,Yes,Petrol,1.8,207606.0,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,10
1725,531.0,NISSAN,Juke,Jeep,Yes,Petrol,1.6,123653.0,4.0,Automatic,4x4,4-5,Left wheel,White,12,0,11
17249,1079.0,AUDI,A6,Sedan,Yes,Petrol,3.2,138000.0,6.0,Automatic,Front,4-5,Left wheel,Black,12,0,12
5331,0.0,BMW,318,Sedan,Yes,Petrol,1.8,256837.0,4.0,Automatic,Rear,4-5,Right-hand drive,Green,5,0,25
627,475.0,CHEVROLET,Volt,Jeep,Yes,Hybrid,1.4,188419.0,4.0,Automatic,Front,4-5,Left wheel,Red,0,0,11
13485,0.0,MERCEDES-BENZ,Sprinter,Microbus,No,Diesel,2.2,0.0,4.0,Manual,Rear,2-3,Left wheel,White,2,1,18
5488,690.0,FORD,Fusion,Sedan,Yes,Petrol,1.5,70566.0,4.0,Automatic,Front,4-5,Left wheel,White,12,0,7
7840,0.0,NISSAN,Vanette,Goods wagon,No,Diesel,2.2,3000.0,2.0,Manual,Rear,4-5,Left wheel,White,2,0,18
31361,0.0,TOYOTA,4Runner,Jeep,No,LPG,3.55,204000.0,8.0,Automatic,4x4,4-5,Left wheel,Black,4,0,19
3450,1055.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,107800.0,6.0,Automatic,Rear,4-5,Left wheel,Grey,12,0,10
5488,1080.0,CHRYSLER,300,Sedan,Yes,Petrol,3.55,133904.0,6.0,Automatic,Rear,4-5,Left wheel,Silver,12,0,9
8624,915.0,BMW,X5,Jeep,Yes,Diesel,3.0,0.0,6.0,Automatic,4x4,4-5,Left wheel,Black,0,0,9
627,1360.0,LEXUS,GX 460,Jeep,Yes,Petrol,3.55,243467.0,8.0,Automatic,4x4,4-5,Left wheel,White,0,0,10
12544,1750.0,TOYOTA,Highlander,Sedan,Yes,Hybrid,3.3,334414.0,6.0,Automatic,4x4,4-5,Left wheel,White,12,0,15
17562,0.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,155000.0,4.0,Automatic,Rear,4-5,Left wheel,Grey,0,0,12
17249,781.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,99000.0,4.0,Tiptronic,Front,4-5,Left wheel,Black,10,0,11
18826,528.0,HYUNDAI,Elantra,Sedan,Yes,Diesel,1.6,111232.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,9
30734,0.0,BMW,335 M paket,Coupe,Yes,Petrol,3.0,230000.0,6.0,Tiptronic,Rear,2-3,Left wheel,Black,8,1,12
1019,1736.0,BMW,550,Hatchback,Yes,Petrol,3.55,107344.0,8.0,Automatic,Rear,4-5,Left wheel,Black,12,0,13
9252,765.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,362717.5,4.0,Automatic,Front,4-5,Left wheel,Orange,4,0,8
16308,638.0,KIA,Optima,Sedan,Yes,Petrol,2.0,36037.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,9
784,917.0,BMW,X5,Sedan,Yes,Diesel,3.0,0.0,6.0,Automatic,4x4,4-5,Left wheel,Black,0,0,10
30420,891.0,HYUNDAI,Tucson,Jeep,Yes,Petrol,2.0,23000.0,4.0,Tiptronic,Front,4-5,Left wheel,Black,8,0,7
10192,0.0,MERCEDES-BENZ,B 170 B Class,Sedan,Yes,Petrol,1.7,98000.0,4.0,Tiptronic,Front,4-5,Left wheel,White,6,0,17
18817,501.0,FORD,Fusion,Sedan,No,Petrol,1.5,68800.0,4.0,Tiptronic,Front,4-5,Left wheel,White,12,1,9
4500,0.0,BMW,318,Sedan,Yes,Petrol,1.6,3100.0,4.0,Manual,Rear,4-5,Left wheel,Red,4,0,26
16935,0.0,HONDA,FIT,Hatchback,Yes,Petrol,1.5,185000.0,4.0,Automatic,Front,4-5,Right-hand drive,Grey,8,0,9
314,781.0,MAZDA,Eunos 500,Sedan,Yes,Petrol,2.5,186450.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,11
549,528.0,NISSAN,Versa,Sedan,Yes,Petrol,1.6,236669.0,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,9
5175,924.0,TOYOTA,Venza,Jeep,Yes,Petrol,2.7,201570.0,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,12
706,394.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,115312.0,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,9
23521,584.0,MERCEDES-BENZ,C 250,Sedan,Yes,Petrol,1.8,156682.0,4.0,Automatic,Rear,4-5,Left wheel,White,0,0,9
27033,831.0,HYUNDAI,Elantra,Sedan,Yes,LPG,1.6,137929.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,6
10349,1018.0,BMW,X5,Jeep,Yes,Diesel,3.0,332243.0,6.0,Automatic,4x4,4-5,Left wheel,Black,0,0,12
4861,1202.0,HONDA,Accord,Sedan,Yes,Petrol,2.4,66366.0,4.0,Automatic,Front,4-5,Left wheel,Red,12,0,6
5959,761.0,DAEWOO,Lacetti,Sedan,Yes,Petrol,1.8,138749.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,13
47356,830.0,SUZUKI,Jimny GLX,Jeep,No,Petrol,1.5,0.0,4.0,Automatic,4x4,2-3,Left wheel,Silver,0,0,4
18817,609.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,35058.0,4.0,Automatic,Front,4-5,Left wheel,White,12,0,5
18189,0.0,BMW,328,Coupe,Yes,Petrol,3.0,164000.0,6.0,Automatic,4x4,2-3,Left wheel,Blue,12,0,12
314,1869.0,CHEVROLET,Traverse,Sedan,Yes,Petrol,3.55,37480.0,6.0,Automatic,Front,4-5,Left wheel,Grey,12,0,4
27598,891.0,HYUNDAI,Elantra,Sedan,No,Petrol,2.0,70000.0,4.0,Automatic,Front,4-5,Left wheel,White,10,0,7
25716,915.0,BMW,X5,Jeep,Yes,Diesel,3.0,141384.0,6.0,Automatic,4x4,4-5,Left wheel,Blue,0,0,9
4547,475.0,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.4,162190.0,4.0,Automatic,Front,4-5,Left wheel,Blue,0,0,11
7213,0.0,HONDA,FIT,Hatchback,No,Petrol,1.3,15200.0,4.0,Automatic,Front,4-5,Right-hand drive,Silver,4,0,19
12231,753.0,KIA,Optima,Sedan,No,Petrol,2.4,92000.0,4.0,Tiptronic,Front,>5,Left wheel,White,12,0,11
5331,0.0,OPEL,Astra,Hatchback,No,CNG,1.6,250000.0,4.0,Manual,Front,4-5,Left wheel,Blue,4,0,28
10349,639.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,362717.5,4.0,Automatic,Front,4-5,Left wheel,White,4,0,9
17876,0.0,TOYOTA,Prius,Sedan,Yes,Petrol,1.8,185000.0,4.0,Variator,Front,4-5,Left wheel,Golden,0,0,13
30734,1053.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,200179.0,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,9
22502,502.0,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,93810.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,10
7150,0.0,SUBARU,B9 Tribeca,Jeep,No,Petrol,3.0,1000.0,4.0,Automatic,4x4,4-5,Left wheel,Grey,4,0,18
13172,475.0,CHEVROLET,Cruze,Sedan,No,Petrol,1.4,95000.0,4.0,Automatic,Rear,4-5,Left wheel,Silver,12,1,11
11760,781.0,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.4,43658.0,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,5
24709,528.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,54734.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,9
10000,0.0,TOYOTA,Vitz,Hatchback,No,Petrol,1.3,95000.0,4.0,Automatic,Front,4-5,Right-hand drive,Silver,2,0,17
42692,765.0,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,59150.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,8
22273,891.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,136500.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,7
39829,889.0,KIA,Sorento,Jeep,Yes,Diesel,2.0,54541.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,7
4077,753.0,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,259934.0,4.0,Automatic,Front,4-5,Left wheel,Red,0,0,11
4704,382.0,FORD,Fusion,Sedan,Yes,Hybrid,2.0,148709.0,4.0,Automatic,Front,4-5,Left wheel,Red,12,0,8
15530,503.0,TOYOTA,Aqua,Hatchback,Yes,Hybrid,1.5,121430.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,11
25089,1391.0,MERCEDES-BENZ,CLS 55 AMG,Sedan,Yes,Petrol,3.55,177394.0,8.0,Tiptronic,Rear,4-5,Left wheel,Grey,14,1,11
44166,730.0,SSANGYONG,Actyon,Jeep,Yes,Petrol,1.6,28699.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,7
23408,836.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,151000.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,13
22332,986.0,JEEP,Compass,Jeep,Yes,Petrol,2.4,140000.0,4.0,Automatic,Front,4-5,Left wheel,Green,4,0,13
2998,0.0,PEUGEOT,206 CC,Hatchback,Yes,Petrol,1.6,0.0,4.0,Manual,Front,2-3,Right-hand drive,Silver,2,0,20
18817,0.0,TOYOTA,Prius,Sedan,No,Hybrid,1.8,130000.0,6.0,Automatic,Front,4-5,Left wheel,Silver,12,0,10
470,1750.0,TOYOTA,Highlander,Jeep,Yes,Hybrid,3.3,182024.0,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,15
314,639.0,SUBARU,Forester,Jeep,Yes,Petrol,2.0,110098.0,4.0,Automatic,4x4,4-5,Left wheel,White,0,0,9
12544,0.0,BMW,320,Sedan,Yes,Petrol,2.2,362717.5,6.0,Tiptronic,Rear,4-5,Left wheel,Silver,8,0,22
47356,0.0,MERCEDES-BENZ,E 350,Sedan,Yes,Petrol,3.5,74000.0,6.0,Tiptronic,4x4,4-5,Left wheel,Silver,12,0,9
1098,934.0,NISSAN,Altima,Sedan,Yes,Petrol,2.5,129605.0,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,8
29793,0.0,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,66000.0,4.0,Automatic,Front,4-5,Left wheel,White,12,0,9
35438,1360.0,MERCEDES-BENZ,S 550,Sedan,Yes,Petrol,3.55,197221.0,8.0,Automatic,4x4,4-5,Left wheel,Silver,0,0,10
21953,0.0,MERCEDES-BENZ,Vito,Minivan,No,Diesel,2.2,0.0,4.0,Manual,Front,4-5,Right-hand drive,Silver,0,1,15
11290,765.0,FORD,Focus,Sedan,No,Petrol,2.0,100000.0,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,8
43592,0.0,TOYOTA,Avalon,Sedan,Yes,Hybrid,2.5,66000.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,8
17249,0.0,BMW,328,Sedan,Yes,Petrol,3.0,190000.0,6.0,Tiptronic,Rear,4-5,Left wheel,Black,8,0,13
392,645.0,TOYOTA,Prius,Jeep,Yes,Hybrid,1.8,146184.0,4.0,Automatic,Front,4-5,Left wheel,White,12,0,12
25089,891.0,HYUNDAI,Elantra,Sedan,No,Petrol,2.0,161600.0,4.0,Tiptronic,Front,4-5,Left wheel,White,11,0,7
47356,1079.0,MERCEDES-BENZ,E 300,Sedan,Yes,Petrol,2.0,21000.0,4.0,Automatic,Rear,4-5,Left wheel,Black,0,1,5
3293,761.0,TOYOTA,Prius,Jeep,Yes,Hybrid,1.8,0.0,4.0,Automatic,Front,4-5,Left wheel,White,12,0,13
11133,394.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,179381.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,9
19130,0.0,TOYOTA,Camry,Sedan,No,Petrol,2.5,264000.0,4.0,Tiptronic,Front,4-5,Left wheel,Black,0,0,13
25591,528.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,71627.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,9
7840,2287.5,MERCEDES-BENZ,B 200,Hatchback,Yes,Petrol,1.7,87000.0,4.0,Tiptronic,Front,4-5,Right-hand drive,Black,12,0,15
5645,891.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,362717.5,4.0,Automatic,Front,4-5,Left wheel,Orange,4,0,7
13172,0.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.5,144000.0,4.0,Variator,Front,4-5,Right-hand drive,Silver,6,0,16
9879,382.0,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.5,115658.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,6
4936,447.0,HONDA,FIT,Hatchback,Yes,Petrol,1.3,120417.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,10
14113,0.0,VOLKSWAGEN,Jetta,Sedan,Yes,Petrol,2.5,130000.0,8.0,Tiptronic,Rear,4-5,Left wheel,White,12,0,14
18503,749.0,HYUNDAI,Sonata,Sedan,No,Petrol,2.4,148800.0,4.0,Tiptronic,Front,4-5,Left wheel,Black,6,0,9
8781,0.0,VAZ,2121 (Niva),Jeep,No,Petrol,1.7,13000.0,4.0,Manual,4x4,2-3,Left wheel,White,1,0,16
25089,0.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,12000.0,6.0,Automatic,Front,4-5,Left wheel,Black,12,0,11
22843,642.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,174712.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,11
9500,0.0,VOLKSWAGEN,Jetta,Sedan,Yes,Petrol,2.5,14400.0,5.0,Tiptronic,Front,4-5,Left wheel,Silver,6,0,13
10976,0.0,NISSAN,Skyline,Sedan,Yes,Petrol,2.5,112000.0,4.0,Tiptronic,Rear,4-5,Right-hand drive,Silver,12,0,15
10976,0.0,TOYOTA,Camry,Sedan,No,Hybrid,2.4,140000.0,4.0,Automatic,Front,4-5,Left wheel,Green,8,0,14
21326,0.0,VOLKSWAGEN,Jetta sel,Sedan,Yes,Petrol,2.5,75000.0,5.0,Automatic,Front,4-5,Left wheel,Blue,6,0,10
34240,639.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,117436.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,9
11604,0.0,NISSAN,X-Trail,Jeep,Yes,Petrol,2.0,145000.0,4.0,Automatic,4x4,4-5,Right-hand drive,White,2,0,20
11604,0.0,JEEP,Liberty,Jeep,Yes,Petrol,2.4,0.0,4.0,Manual,4x4,4-5,Left wheel,Blue,8,0,20
15458,836.0,HYUNDAI,Genesis,Coupe,Yes,Petrol,2.0,93238.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,13
17562,1017.0,MERCEDES-BENZ,GLA 250,Jeep,Yes,Petrol,2.0,109608.0,4.0,Automatic,Front,4-5,Left wheel,White,0,0,6
18817,552.0,FORD,Focus,Sedan,No,Petrol,1.0,33600.0,3.0,Automatic,Front,4-5,Left wheel,Black,8,1,6
13423,707.0,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,64666.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,12
12000,640.0,KIA,Optima,Sedan,Yes,Petrol,2.0,0.0,4.0,Tiptronic,Front,4-5,Left wheel,Grey,0,0,10
40456,431.0,FORD,Fusion,Sedan,Yes,Plug-in Hybrid,2.0,44445.0,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,7
9408,0.0,MERCEDES-BENZ,S 430 4.3,Sedan,Yes,Petrol,3.55,10000.0,8.0,Automatic,Rear,4-5,Left wheel,Green,12,0,24
2274,777.0,MAZDA,616,Jeep,Yes,Petrol,2.5,131179.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,9
37301,595.0,HONDA,FIT,Hatchback,Yes,Petrol,1.5,28792.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,8
19441,1024.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,223603.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,13
37633,0.0,BMW,M6,Coupe,Yes,Petrol,3.55,187500.0,10.0,Tiptronic,Rear,2-3,Left wheel,Black,12,0,16
33243,765.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,164997.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,8
18817,609.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,35058.0,4.0,Automatic,Front,4-5,Left wheel,White,12,0,5
47356,1646.0,LEXUS,GX 470,Jeep,Yes,Petrol,3.55,273493.0,8.0,Automatic,4x4,4-5,Left wheel,Silver,0,0,8
14069,687.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,112417.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,13
21937,810.0,NISSAN,Sentra,Sedan,No,Petrol,1.8,19200.0,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,7
15681,0.0,MERCEDES-BENZ,E 220 211,Sedan,Yes,Diesel,2.2,0.0,4.0,Automatic,Rear,4-5,Left wheel,Beige,8,1,15
12074,1537.0,TOYOTA,Highlander,Jeep,Yes,Hybrid,3.3,362717.5,6.0,Automatic,4x4,4-5,Left wheel,Blue,12,0,14
470,1661.0,JAGUAR,XF,Sedan,Yes,Petrol,3.55,0.0,8.0,Automatic,Rear,4-5,Left wheel,Black,12,0,13
6899,0.0,BMW,316,Sedan,Yes,Petrol,1.6,308910.0,4.0,Manual,Rear,4-5,Left wheel,Carnelian red,2,0,29
39161,640.0,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,105924.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,10
2038,640.0,VOLKSWAGEN,Scirocco,Sedan,Yes,Petrol,2.0,143720.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,10
10036,0.0,HONDA,FIT,Hatchback,No,Petrol,1.5,124234.0,4.0,Variator,Front,4-5,Right-hand drive,Silver,2,0,19
7527,0.0,OPEL,Astra,Hatchback,No,Petrol,1.6,200000.0,4.0,Manual,Front,4-5,Left wheel,Silver,4,0,25
9600,0.0,NISSAN,Tiida,Hatchback,No,Petrol,1.8,190000.0,4.0,Variator,Front,4-5,Right-hand drive,White,2,0,18
11917,697.0,VOLKSWAGEN,Jetta,Sedan,No,Petrol,1.8,89000.0,4.0,Tiptronic,Front,4-5,Left wheel,Blue,10,1,8
1568,639.0,VOLKSWAGEN,Jetta,Sedan,Yes,Diesel,2.0,82392.0,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,9
627,1714.0,LEXUS,RX 350,Jeep,Yes,Petrol,3.5,50914.0,6.0,Automatic,Front,4-5,Left wheel,White,12,0,6
20592,1099.0,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.7,225450.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,13
19761,862.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,155200.0,4.0,Tiptronic,Front,4-5,Left wheel,Grey,12,0,12
8154,0.0,HONDA,FIT,Sedan,No,Petrol,1.5,223000.0,4.0,Tiptronic,Front,4-5,Right-hand drive,Grey,5,0,18
19757,1832.0,MERCEDES-BENZ,Sprinter,Microbus,Yes,Diesel,2.2,117000.0,4.0,Manual,Rear,2-3,Left wheel,White,2,1,18
26657,0.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,170000.0,4.0,Automatic,Front,4-5,Left wheel,Beige,0,0,10
350,0.0,MERCEDES-BENZ,C 300,Sedan,Yes,Petrol,3.0,2000.0,8.0,Tiptronic,Rear,4-5,Left wheel,White,12,1,4
784,431.0,FORD,Fusion,Sedan,Yes,Hybrid,2.0,89202.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,7
9948,707.0,SSANGYONG,Actyon,Jeep,Yes,Diesel,2.0,76640.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,12
1000,0.0,MERCEDES-BENZ,E 200,Sedan,No,Diesel,1.2,111111.0,4.0,Manual,Front,2-3,Left wheel,Black,0,0,24
16400,0.0,VOLKSWAGEN,Jetta,Sedan,Yes,Petrol,2.5,136000.0,4.0,Tiptronic,Front,4-5,Left wheel,Black,10,0,12
2352,986.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.4,129170.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,13
26030,431.0,KIA,Optima HYBRID,Sedan,No,Hybrid,2.0,75851.0,4.0,Automatic,Front,4-5,Left wheel,White,10,0,7
3136,781.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,159379.0,4.0,Automatic,Front,4-5,Left wheel,White,12,0,11
39201,1811.0,LEXUS,GX 460,Jeep,Yes,Petrol,3.55,155821.0,8.0,Automatic,4x4,4-5,Left wheel,Black,0,0,13
11604,0.0,BMW,330,Sedan,No,Petrol,3.0,168000.0,6.0,Manual,Rear,4-5,Left wheel,Blue,4,0,22
37633,481.0,KIA,Optima,Sedan,Yes,Hybrid,2.0,26000.0,4.0,Tiptronic,Front,4-5,Left wheel,White,16,0,6
34497,1325.0,TOYOTA,Camry se,Sedan,Yes,Petrol,2.5,19050.0,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,4
8154,0.0,HONDA,FIT,Sedan,No,Petrol,1.5,189000.0,4.0,Tiptronic,Front,4-5,Right-hand drive,Silver,4,0,20
47356,2287.5,MERCEDES-BENZ,SL 55 AMG,Sedan,Yes,Petrol,3.55,29819.0,8.0,Automatic,Rear,4-5,Left wheel,Black,12,0,5
15423,642.0,CHEVROLET,Orlando,Jeep,Yes,Diesel,2.0,229056.0,4.0,Automatic,Front,4-5,Left wheel,Red,4,0,11
314,1017.0,MERCEDES-BENZ,E 300,Sedan,Yes,Petrol,2.0,26802.0,4.0,Automatic,Rear,4-5,Left wheel,Black,12,0,6
19444,777.0,SUBARU,Forester,Jeep,No,Petrol,2.5,81000.0,4.0,Variator,4x4,4-5,Left wheel,Black,7,0,9
14269,1324.0,TOYOTA,Highlander,Jeep,Yes,Hybrid,3.3,300366.0,6.0,Automatic,4x4,4-5,Left wheel,Blue,12,0,13
706,1086.0,DODGE,Avenger,Sedan,Yes,Petrol,3.55,362717.5,6.0,Automatic,Front,4-5,Left wheel,Blue,12,0,11
47042,1273.0,LEXUS,RX 350,Jeep,Yes,Petrol,3.5,90680.0,6.0,Automatic,4x4,4-5,Left wheel,Black,16,0,8
12544,0.0,HONDA,FIT,Hatchback,No,Petrol,1.5,240000.0,4.0,Manual,Front,4-5,Left wheel,Red,4,0,14
16308,1273.0,HYUNDAI,Santa FE,Sedan,Yes,Petrol,2.4,15149.0,4.0,Automatic,4x4,4-5,Left wheel,White,12,0,3
26657,0.0,TOYOTA,Camry SE,Sedan,Yes,Petrol,2.5,144000.0,4.0,Tiptronic,Front,4-5,Left wheel,Black,4,0,11
22580,640.0,FORD,C-MAX,Hatchback,Yes,Plug-in Hybrid,2.0,60000.0,4.0,Automatic,Rear,4-5,Left wheel,Grey,10,0,10
34497,0.0,MERCEDES-BENZ,Vito,Minivan,No,Diesel,2.2,315000.0,8.0,Manual,Rear,4-5,Left wheel,White,4,0,13
314,862.0,FORD,Escape,Jeep,Yes,Hybrid,2.5,130306.0,4.0,Automatic,4x4,4-5,Left wheel,Green,0,0,12
36692,975.0,AUDI,Q5,Jeep,Yes,Petrol,3.2,56000.0,6.0,Tiptronic,4x4,4-5,Left wheel,White,11,0,11
9722,1268.0,TOYOTA,Aqua S,Hatchback,No,Hybrid,1.5,150000.0,4.0,Tiptronic,Front,4-5,Right-hand drive,Blue,2,0,11
2979,919.0,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3.0,180251.0,6.0,Automatic,4x4,4-5,Left wheel,White,12,0,11
47356,765.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,94090.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,8
8781,0.0,MITSUBISHI,Pajero,Jeep,No,Diesel,2.5,11111.0,4.0,Manual,4x4,2-3,Left wheel,Red,0,1,31
14884,707.0,CHEVROLET,Cruze,Sedan,Yes,Diesel,2.0,162001.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,12
6115,0.0,HONDA,Cr-v,Jeep,No,CNG,2.0,275200.0,4.0,Manual,4x4,4-5,Right-hand drive,Black,2,0,24
5959,0.0,JAGUAR,X-type,Sedan,No,Petrol,2.1,96000.0,6.0,Automatic,Front,4-5,Right-hand drive,Green,8,0,19
30583,777.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,120309.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,9
4077,0.0,BMW,318,Sedan,No,Petrol,1.8,300000.0,4.0,Manual,Rear,4-5,Left wheel,Black,2,0,28
15053,0.0,TOYOTA,Camry,Sedan,No,LPG,2.4,144000.0,4.0,Automatic,Front,4-5,Left wheel,Beige,6,0,16
15053,0.0,MITSUBISHI,Pajero IO,Jeep,No,Petrol,2.0,155800.0,4.0,Automatic,4x4,4-5,Left wheel,Silver,8,0,18
6899,0.0,BMW,318,Sedan,No,Petrol,1.9,1000.0,4.0,Manual,Rear,4-5,Left wheel,Black,0,0,25
